name,product_url,part_number,brand_name,category,gross_weight,width,length,warranty,material,photo_url,stock_quantity,price
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/4646ac63-5162-462c-890d-89084b0a5993,BC756-0078R,MARELLI,Freios,11.71,30.4,47.2,12 meses,Aço Carbono,https://picsum.photos/seed/BC756-0078R/200/300,200,1047.72
FILTRO DE ÓLEO,https://testdata.devmka.online/products/dffb013c-5d0a-4c9f-89ad-3e466272ec55,PV799-2200C,MONROE,Motor,13.01,32.1,25.4,12 meses,Alumínio,https://picsum.photos/seed/PV799-2200C/200/300,148,1350.63
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/626dc5e9-b55f-4608-8887-67cc6b18b9af,YF533-9704Y,ACDELCO,Suspensão e Direção,2.88,9.6,93.4,12 meses,Aço Carbono,https://picsum.photos/seed/YF533-9704Y/200/300,7,520.36
DISCO DE FREIO,https://testdata.devmka.online/products/abb7819e-9540-4e4a-b46c-121327fdf1c5,QI539-6843F,MARELLI,Filtros,3.03,11.0,27.9,12 meses,Cerâmica,https://picsum.photos/seed/QI539-6843F/200/300,187,50.29
KIT DE EMBREAGEM,https://testdata.devmka.online/products/3404cb2c-3c60-4bfa-b3db-075b3cfc0111,DO209-7339M,BOSCH,Transmissão,1.63,13.9,83.7,12 meses,Aço Carbono,https://picsum.photos/seed/DO209-7339M/200/300,45,102.54
ROLAMENTO DE RODA,https://testdata.devmka.online/products/16da3f4c-8396-4b63-bfab-61116ba36d7c,LO066-1313V,MONROE,Motor,9.94,32.5,53.2,12 meses,Borracha Sintética,https://picsum.photos/seed/LO066-1313V/200/300,100,522.07
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/23723aff-4a49-4919-adfc-05ae0b4051d8,ZT366-9454O,MARELLI,Sistema Elétrico,0.65,43.1,96.3,12 meses,Borracha Sintética,https://picsum.photos/seed/ZT366-9454O/200/300,169,1374.7
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/39b82271-2142-4a2b-a143-1143c4ad70a4,IB667-4119U,BREMBO,Sistema Elétrico,4.39,6.4,32.8,12 meses,Cerâmica,https://picsum.photos/seed/IB667-4119U/200/300,16,1435.9
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/d187bbe6-3efc-4f37-a602-f5c43340ccff,BR994-0137D,BREMBO,Freios,8.36,9.9,99.8,12 meses,Alumínio,https://picsum.photos/seed/BR994-0137D/200/300,181,428.09
KIT DE EMBREAGEM,https://testdata.devmka.online/products/2ba0086b-21ad-4814-b9c8-80d8956defb6,WJ330-0471O,MARELLI,Transmissão,0.64,49.0,53.0,12 meses,Alumínio,https://picsum.photos/seed/WJ330-0471O/200/300,145,1271.2
CORREIA DENTADA,https://testdata.devmka.online/products/2c3e9428-f762-4b45-bfa2-ca80d83638d9,KW375-9763J,SKF,Transmissão,12.04,42.7,87.5,12 meses,Cerâmica,https://picsum.photos/seed/KW375-9763J/200/300,86,469.71
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/42b09e3d-91a4-47aa-8e6e-c1e4ef34f9ac,SE598-8783O,BOSCH,Motor,13.88,24.7,19.5,12 meses,Aço Carbono,https://picsum.photos/seed/SE598-8783O/200/300,45,444.66
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/dea32d71-4250-4208-9a52-967addc6a817,QO876-9913Y,BOSCH,Freios,13.64,20.7,87.7,12 meses,Aço Carbono,https://picsum.photos/seed/QO876-9913Y/200/300,174,443.55
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/ab0258b8-91c8-41af-aea3-015a3ee5dbd3,GV166-5418G,SKF,Suspensão e Direção,6.14,37.2,68.6,12 meses,Aço Carbono,https://picsum.photos/seed/GV166-5418G/200/300,192,840.39
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/ff0e702f-b37b-4fad-8576-c8d3943ebf5b,VM825-8838A,SKF,Freios,5.67,27.4,12.6,12 meses,Aço Carbono,https://picsum.photos/seed/VM825-8838A/200/300,75,1028.52
DISCO DE FREIO,https://testdata.devmka.online/products/27afc911-7a13-4739-98e4-caeccdab4676,TT065-5678D,SKF,Sistema Elétrico,1.26,16.8,83.6,12 meses,Alumínio,https://picsum.photos/seed/TT065-5678D/200/300,22,1225.96
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/fd517597-29b3-410b-8e8b-b6581d41fea4,XD940-8572U,SKF,Freios,10.63,39.8,66.9,12 meses,Aço Carbono,https://picsum.photos/seed/XD940-8572U/200/300,73,275.78
SONDA LAMBDA,https://testdata.devmka.online/products/ef61fb1b-c855-49e1-bcb3-eeb14f7c8471,DJ426-3095P,MONROE,Motor,9.82,48.8,57.8,12 meses,Borracha Sintética,https://picsum.photos/seed/DJ426-3095P/200/300,101,336.77
CORREIA DENTADA,https://testdata.devmka.online/products/799edfb8-b605-490c-8ec1-c8d759536b0a,XA318-8388M,SKF,Motor,1.9,21.7,80.7,12 meses,Cerâmica,https://picsum.photos/seed/XA318-8388M/200/300,130,385.84
KIT DE EMBREAGEM,https://testdata.devmka.online/products/52488dec-5912-4c1e-b16e-cb304e1c69ca,SF520-0432J,SKF,Suspensão e Direção,7.23,36.0,59.7,12 meses,Borracha Sintética,https://picsum.photos/seed/SF520-0432J/200/300,175,607.59
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/d6edeb68-ac22-4a54-b7bc-0e06767f49cd,TL413-6149B,BOSCH,Filtros,8.2,49.0,67.6,12 meses,Aço Carbono,https://picsum.photos/seed/TL413-6149B/200/300,85,69.51
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/3a491ea7-80d4-417e-ba65-2dac3ed24af1,DA344-4216S,BOSCH,Freios,6.54,47.3,43.8,12 meses,Borracha Sintética,https://picsum.photos/seed/DA344-4216S/200/300,134,1302.5
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/fb2c0789-0a3b-4974-a63c-f3586fddecd9,MQ705-8055R,BOSCH,Freios,10.97,25.9,41.0,12 meses,Cerâmica,https://picsum.photos/seed/MQ705-8055R/200/300,64,436.01
FILTRO DE ÓLEO,https://testdata.devmka.online/products/45a21560-631f-4606-a2d3-05f9802fe258,SR423-4906Z,MONROE,Transmissão,10.03,37.8,14.3,12 meses,Alumínio,https://picsum.photos/seed/SR423-4906Z/200/300,143,968.95
BICO INJETOR,https://testdata.devmka.online/products/d8a6ffc7-57f2-4eab-8989-095c7afb6047,MP169-2581N,SKF,Sistema Elétrico,13.19,49.7,28.7,12 meses,Cerâmica,https://picsum.photos/seed/MP169-2581N/200/300,33,775.62
MOTOR DE PARTIDA,https://testdata.devmka.online/products/7e2ccd3a-b87c-417a-b5e1-853d27856872,OV283-3684R,BREMBO,Transmissão,2.43,27.6,78.9,12 meses,Cerâmica,https://picsum.photos/seed/OV283-3684R/200/300,106,529.33
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/3f6646af-90ef-436d-a8c9-782c3b5d4606,YU966-4320H,BREMBO,Transmissão,8.14,46.4,41.1,12 meses,Alumínio,https://picsum.photos/seed/YU966-4320H/200/300,105,99.7
SONDA LAMBDA,https://testdata.devmka.online/products/678f3e83-d62e-4991-830a-adfda77057ae,WV717-5551E,MONROE,Freios,14.01,37.4,99.2,12 meses,Borracha Sintética,https://picsum.photos/seed/WV717-5551E/200/300,20,1255.74
CORREIA DENTADA,https://testdata.devmka.online/products/bd282563-4454-4fd4-9f3c-ff720f57a329,QA176-9562S,MONROE,Transmissão,14.49,28.9,30.8,12 meses,Cerâmica,https://picsum.photos/seed/QA176-9562S/200/300,43,542.29
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/18e9cec6-fc01-4369-b135-868526d66e4a,BV193-2302T,SKF,Sistema Elétrico,2.62,31.6,94.0,12 meses,Borracha Sintética,https://picsum.photos/seed/BV193-2302T/200/300,199,309.48
DISCO DE FREIO,https://testdata.devmka.online/products/0c7a1c2d-a7c7-4580-a494-a01ce487b634,XU762-6778D,ACDELCO,Suspensão e Direção,0.12,35.6,73.9,12 meses,Borracha Sintética,https://picsum.photos/seed/XU762-6778D/200/300,157,583.49
SONDA LAMBDA,https://testdata.devmka.online/products/acf51bca-2664-49d0-899e-50a000ac4413,YT659-5110E,BOSCH,Filtros,6.77,39.2,79.6,12 meses,Aço Carbono,https://picsum.photos/seed/YT659-5110E/200/300,138,349.92
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/9ad50a73-fbeb-4502-acab-46d8c83bcaff,JQ412-2792S,BOSCH,Filtros,14.66,35.9,83.6,12 meses,Cerâmica,https://picsum.photos/seed/JQ412-2792S/200/300,178,1256.72
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/8c6bcda5-e761-4b56-b2ed-be5756dfa68a,RP214-7274O,BOSCH,Filtros,12.96,38.8,25.9,12 meses,Cerâmica,https://picsum.photos/seed/RP214-7274O/200/300,10,1109.94
ALTERNADOR,https://testdata.devmka.online/products/e4844b69-3fab-45e6-821f-5de6a49da5f6,TK025-7770F,BOSCH,Motor,9.44,39.3,98.7,12 meses,Borracha Sintética,https://picsum.photos/seed/TK025-7770F/200/300,9,1121.94
DISCO DE FREIO,https://testdata.devmka.online/products/7997366a-4887-4fd8-b74c-0a354b20371d,NZ003-5427A,BREMBO,Filtros,14.42,28.5,93.4,12 meses,Alumínio,https://picsum.photos/seed/NZ003-5427A/200/300,92,1182.42
RADIADOR,https://testdata.devmka.online/products/64f57700-c9be-464d-a1e8-5ec264948b33,RW212-4372H,MONROE,Filtros,1.53,29.7,31.2,12 meses,Alumínio,https://picsum.photos/seed/RW212-4372H/200/300,70,884.71
SONDA LAMBDA,https://testdata.devmka.online/products/e8809e08-ef92-461e-a225-58d60b6ec8e3,IA389-2829B,BOSCH,Suspensão e Direção,11.21,28.4,47.6,12 meses,Borracha Sintética,https://picsum.photos/seed/IA389-2829B/200/300,12,430.37
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/f98523d7-3fd6-40f8-9034-ee0a698eac48,FR048-3222M,MONROE,Freios,13.67,46.9,84.0,12 meses,Borracha Sintética,https://picsum.photos/seed/FR048-3222M/200/300,185,1460.85
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/bf025927-6da0-4287-955f-5fb6854a76bf,SH961-3557H,MONROE,Freios,9.02,40.4,96.8,12 meses,Cerâmica,https://picsum.photos/seed/SH961-3557H/200/300,134,291.51
DISCO DE FREIO,https://testdata.devmka.online/products/3d013d7a-d17d-4bee-ac21-9825b70ec0ec,QJ052-8331V,BOSCH,Sistema Elétrico,4.84,47.0,36.3,12 meses,Aço Carbono,https://picsum.photos/seed/QJ052-8331V/200/300,22,567.99
MOTOR DE PARTIDA,https://testdata.devmka.online/products/993ea9a0-a65e-4e82-bbf7-3c971d9521da,HA979-7034U,MONROE,Motor,3.15,20.1,14.0,12 meses,Aço Carbono,https://picsum.photos/seed/HA979-7034U/200/300,148,948.14
MOTOR DE PARTIDA,https://testdata.devmka.online/products/b441f4d7-f3df-4420-893a-8471a263d5f2,TT799-1235R,BOSCH,Freios,3.42,36.6,76.4,12 meses,Alumínio,https://picsum.photos/seed/TT799-1235R/200/300,67,1252.45
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/3243e377-9819-4222-8f72-6f9e168fd717,AV502-3337E,MONROE,Suspensão e Direção,0.38,13.8,34.9,12 meses,Alumínio,https://picsum.photos/seed/AV502-3337E/200/300,38,121.68
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/f91dd352-04d3-471f-9a65-442219cb6905,AE833-3432K,ACDELCO,Sistema Elétrico,9.25,9.3,93.2,12 meses,Borracha Sintética,https://picsum.photos/seed/AE833-3432K/200/300,137,925.49
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/03e201da-db15-4bc0-b9fb-ea49090bad7a,EW422-8712P,NGK,Transmissão,4.6,10.0,42.6,12 meses,Aço Carbono,https://picsum.photos/seed/EW422-8712P/200/300,78,749.09
SONDA LAMBDA,https://testdata.devmka.online/products/6d235092-4ae6-4b70-a00d-6d6b22931320,KX777-4433U,MONROE,Sistema Elétrico,5.9,47.1,14.5,12 meses,Cerâmica,https://picsum.photos/seed/KX777-4433U/200/300,139,1197.35
ALTERNADOR,https://testdata.devmka.online/products/7bec4fae-4e64-411b-85fc-4ba43fc2c4bb,BK860-5935F,BOSCH,Freios,7.78,23.9,42.3,12 meses,Aço Carbono,https://picsum.photos/seed/BK860-5935F/200/300,3,54.95
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/2998c478-f200-48c5-8fee-cf041d066b1b,YN580-0083S,BREMBO,Sistema Elétrico,1.04,22.3,46.5,12 meses,Alumínio,https://picsum.photos/seed/YN580-0083S/200/300,174,964.25
SONDA LAMBDA,https://testdata.devmka.online/products/04162571-924a-4350-bfbf-7a755cb18c91,OP218-7010S,BOSCH,Sistema Elétrico,6.17,6.3,10.3,12 meses,Alumínio,https://picsum.photos/seed/OP218-7010S/200/300,157,323.71
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/4e7f5747-2af2-4183-94ff-3c8d0607352e,CE345-4085D,BREMBO,Freios,14.19,10.2,10.1,12 meses,Aço Carbono,https://picsum.photos/seed/CE345-4085D/200/300,88,208.96
FILTRO DE ÓLEO,https://testdata.devmka.online/products/34d65eb8-a767-4711-b2ca-944c9e0a2a32,WQ571-2458S,BOSCH,Motor,11.7,28.3,90.7,12 meses,Cerâmica,https://picsum.photos/seed/WQ571-2458S/200/300,163,1361.9
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/67e1558a-883e-46d5-8f27-e434ae55c7d0,PE680-4754R,BOSCH,Filtros,3.86,20.2,36.1,12 meses,Aço Carbono,https://picsum.photos/seed/PE680-4754R/200/300,18,769.64
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/a1732697-c403-4350-9db9-e951f9dd01ef,CK865-0836O,BREMBO,Motor,2.79,38.0,58.3,12 meses,Borracha Sintética,https://picsum.photos/seed/CK865-0836O/200/300,112,358.76
SONDA LAMBDA,https://testdata.devmka.online/products/f9b00eee-a572-4dcc-a049-7ebf05e6de60,YU493-4964W,MONROE,Suspensão e Direção,11.82,20.7,95.8,12 meses,Cerâmica,https://picsum.photos/seed/YU493-4964W/200/300,123,337.38
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/ad5f9ae2-bc46-4e60-8fa3-daacb3cb6136,CG444-8885R,NGK,Transmissão,8.08,7.9,61.1,12 meses,Borracha Sintética,https://picsum.photos/seed/CG444-8885R/200/300,111,372.44
RADIADOR,https://testdata.devmka.online/products/10370987-c344-4e98-b0fe-a805eb96fce8,VJ971-0895Y,BREMBO,Transmissão,11.82,35.7,27.6,12 meses,Aço Carbono,https://picsum.photos/seed/VJ971-0895Y/200/300,101,493.94
DISCO DE FREIO,https://testdata.devmka.online/products/3089bca4-ee97-4172-a3bf-07a2caa8f2c7,OL805-1947E,MARELLI,Sistema Elétrico,5.19,8.6,10.6,12 meses,Borracha Sintética,https://picsum.photos/seed/OL805-1947E/200/300,138,300.61
DISCO DE FREIO,https://testdata.devmka.online/products/152c5835-f982-4741-a188-79ceea508172,IM899-2287U,SKF,Sistema Elétrico,8.92,27.4,40.3,12 meses,Alumínio,https://picsum.photos/seed/IM899-2287U/200/300,2,994.47
RADIADOR,https://testdata.devmka.online/products/b0b9740f-b7e7-4b4d-9b98-e67e785dc12b,IY146-3847H,BOSCH,Suspensão e Direção,3.68,34.1,57.9,12 meses,Borracha Sintética,https://picsum.photos/seed/IY146-3847H/200/300,48,627.79
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/ea3e73fb-9111-4a20-b0e6-c16a615f03e7,WV614-0236L,BOSCH,Suspensão e Direção,6.1,28.3,26.2,12 meses,Borracha Sintética,https://picsum.photos/seed/WV614-0236L/200/300,200,753.55
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/2514289e-7aaa-47a7-ad07-17da7b0a4e83,AK138-1479G,NGK,Suspensão e Direção,9.8,20.7,26.5,12 meses,Cerâmica,https://picsum.photos/seed/AK138-1479G/200/300,78,1477.05
SONDA LAMBDA,https://testdata.devmka.online/products/f39186b8-24d3-4e3b-994b-ff413835b72d,RY674-3397I,BREMBO,Freios,10.69,20.8,28.5,12 meses,Aço Carbono,https://picsum.photos/seed/RY674-3397I/200/300,98,523.67
SONDA LAMBDA,https://testdata.devmka.online/products/4e14b8e3-3bf2-4410-a721-77ffb8ed4c37,EQ367-1906C,MARELLI,Suspensão e Direção,10.68,18.2,30.2,12 meses,Cerâmica,https://picsum.photos/seed/EQ367-1906C/200/300,106,506.21
BICO INJETOR,https://testdata.devmka.online/products/2cebb6ac-bf7d-4bdc-a22c-9fc5e4602735,KL561-8656P,BOSCH,Transmissão,13.72,27.6,24.8,12 meses,Cerâmica,https://picsum.photos/seed/KL561-8656P/200/300,0,777.12
DISCO DE FREIO,https://testdata.devmka.online/products/5a064294-3486-4f9e-92dd-8dd21f4a11c5,WV827-4976P,SKF,Filtros,4.6,30.7,62.3,12 meses,Alumínio,https://picsum.photos/seed/WV827-4976P/200/300,97,687.13
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/ae7d32e1-31ac-4df2-9e39-ea608fab9c7d,XY717-7266F,ACDELCO,Filtros,10.52,7.4,15.2,12 meses,Alumínio,https://picsum.photos/seed/XY717-7266F/200/300,79,1233.6
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/b477adc6-3f05-41a5-a457-d228231d3285,SN514-6629G,NGK,Motor,7.6,14.2,62.4,12 meses,Cerâmica,https://picsum.photos/seed/SN514-6629G/200/300,198,655.98
PASTILHA DE FREIO,https://testdata.devmka.online/products/e8dc19cc-0c65-4d7f-b16b-27c119d74cd2,SI256-2005U,BOSCH,Motor,13.63,48.8,90.1,12 meses,Borracha Sintética,https://picsum.photos/seed/SI256-2005U/200/300,12,1221.31
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/b9ba548c-3419-4c74-bdc6-6c054a045678,UG492-5292P,MARELLI,Suspensão e Direção,14.38,26.8,67.1,12 meses,Cerâmica,https://picsum.photos/seed/UG492-5292P/200/300,45,1211.37
FILTRO DE ÓLEO,https://testdata.devmka.online/products/db0ed9c7-6f7a-4a22-956a-38561d10f84a,FV091-2023U,NGK,Filtros,4.7,28.8,55.3,12 meses,Borracha Sintética,https://picsum.photos/seed/FV091-2023U/200/300,137,948.74
MOTOR DE PARTIDA,https://testdata.devmka.online/products/90dec2cf-96e6-4f09-b369-04fe1216c472,IN687-3287M,MARELLI,Suspensão e Direção,5.33,36.9,33.6,12 meses,Borracha Sintética,https://picsum.photos/seed/IN687-3287M/200/300,122,375.98
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/3c85b77e-5ce7-42c8-a33b-ce4c69a0a5ef,NZ000-1107B,BREMBO,Suspensão e Direção,13.1,29.0,38.7,12 meses,Borracha Sintética,https://picsum.photos/seed/NZ000-1107B/200/300,35,732.85
BICO INJETOR,https://testdata.devmka.online/products/5016c29d-8497-4b77-aea5-288957ce0854,VD663-2202H,SKF,Transmissão,5.8,14.3,77.3,12 meses,Aço Carbono,https://picsum.photos/seed/VD663-2202H/200/300,29,1360.69
PASTILHA DE FREIO,https://testdata.devmka.online/products/7eba8dee-37a7-4611-86f6-08e1a8ac570d,QF501-7123H,SKF,Sistema Elétrico,8.68,42.0,51.4,12 meses,Aço Carbono,https://picsum.photos/seed/QF501-7123H/200/300,116,574.5
KIT DE EMBREAGEM,https://testdata.devmka.online/products/10085f41-242d-4d8d-81c6-ec349d2f8dd6,OD311-0323X,NGK,Sistema Elétrico,9.87,13.3,72.7,12 meses,Borracha Sintética,https://picsum.photos/seed/OD311-0323X/200/300,45,948.86
RADIADOR,https://testdata.devmka.online/products/abec1a66-87fa-45f9-a703-7abc2f3c815b,AZ935-3716A,MONROE,Suspensão e Direção,9.1,18.0,63.2,12 meses,Borracha Sintética,https://picsum.photos/seed/AZ935-3716A/200/300,154,184.8
DISCO DE FREIO,https://testdata.devmka.online/products/daa72498-c3d8-489c-af9e-91e62d9a7e99,QG491-5362O,BREMBO,Freios,9.46,49.7,45.4,12 meses,Borracha Sintética,https://picsum.photos/seed/QG491-5362O/200/300,79,1064.93
PASTILHA DE FREIO,https://testdata.devmka.online/products/9e5213f4-f0e7-4606-abd8-1f2efb9dae53,ZF039-5273T,MONROE,Motor,5.57,16.6,45.3,12 meses,Borracha Sintética,https://picsum.photos/seed/ZF039-5273T/200/300,179,965.09
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/1a7e13b1-2de9-4b14-835d-aa09e2928906,KW312-5300I,NGK,Sistema Elétrico,10.94,10.1,62.6,12 meses,Aço Carbono,https://picsum.photos/seed/KW312-5300I/200/300,52,173.95
ALTERNADOR,https://testdata.devmka.online/products/5004925b-41c7-4999-8711-220826e82391,MW916-0081A,MARELLI,Suspensão e Direção,2.51,8.0,67.8,12 meses,Aço Carbono,https://picsum.photos/seed/MW916-0081A/200/300,85,1120.88
FILTRO DE ÓLEO,https://testdata.devmka.online/products/af267d2f-5f5c-43a5-bd92-29985d6f5d61,CK114-1350P,BOSCH,Motor,5.41,42.2,71.1,12 meses,Aço Carbono,https://picsum.photos/seed/CK114-1350P/200/300,114,323.58
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/3560a1f3-bdc9-4f5c-ad79-84e872da7068,XU806-8824O,SKF,Freios,13.76,24.1,98.1,12 meses,Cerâmica,https://picsum.photos/seed/XU806-8824O/200/300,44,755.37
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/ad134b75-89bf-4a60-9d94-3b36f8c9efc2,AB713-7769W,NGK,Filtros,3.77,38.5,93.4,12 meses,Alumínio,https://picsum.photos/seed/AB713-7769W/200/300,132,1161.99
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/0bd87ae7-6eb2-45fd-9af4-3369e189b08c,DT398-2243F,BOSCH,Filtros,1.09,44.0,66.9,12 meses,Alumínio,https://picsum.photos/seed/DT398-2243F/200/300,193,1271.27
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/62c3463d-d069-48ca-8cb2-a353cd351aec,QI205-5356K,MARELLI,Transmissão,10.25,8.5,95.7,12 meses,Borracha Sintética,https://picsum.photos/seed/QI205-5356K/200/300,39,635.47
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/638ad710-bf4c-48e1-a257-ad3fff3b9443,QO828-9421B,MARELLI,Filtros,4.28,11.3,90.1,12 meses,Alumínio,https://picsum.photos/seed/QO828-9421B/200/300,63,214.9
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/ff7421e5-28e7-405b-b14d-2c13495105a7,MV277-3295Z,ACDELCO,Filtros,10.88,18.8,49.2,12 meses,Borracha Sintética,https://picsum.photos/seed/MV277-3295Z/200/300,3,771.25
DISCO DE FREIO,https://testdata.devmka.online/products/096238ff-df85-46cd-be33-3277eba6ac05,DV108-3527K,NGK,Motor,10.39,9.9,38.0,12 meses,Cerâmica,https://picsum.photos/seed/DV108-3527K/200/300,30,1248.97
RADIADOR,https://testdata.devmka.online/products/3a951201-6d37-4a0b-81a7-53a30f495478,DF163-0941W,MONROE,Sistema Elétrico,9.49,40.3,93.7,12 meses,Aço Carbono,https://picsum.photos/seed/DF163-0941W/200/300,196,385.23
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/ef15656b-e000-4afa-a638-91a122af916b,RX900-5824G,ACDELCO,Transmissão,12.47,19.8,12.7,12 meses,Alumínio,https://picsum.photos/seed/RX900-5824G/200/300,152,761.08
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/6729c02b-49e1-40f4-8c9e-069ab8f6920f,HX043-9486X,ACDELCO,Transmissão,2.31,7.2,13.0,12 meses,Aço Carbono,https://picsum.photos/seed/HX043-9486X/200/300,184,565.47
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/f4e6cfed-b40a-48a2-87bb-2687cbd35061,OP591-8218F,MONROE,Motor,2.53,22.0,76.0,12 meses,Cerâmica,https://picsum.photos/seed/OP591-8218F/200/300,133,245.47
CORREIA DENTADA,https://testdata.devmka.online/products/eb185338-3319-4814-9ac7-52d19004cd07,KQ615-3300P,BREMBO,Sistema Elétrico,5.48,19.2,22.5,12 meses,Aço Carbono,https://picsum.photos/seed/KQ615-3300P/200/300,175,1334.11
MOTOR DE PARTIDA,https://testdata.devmka.online/products/8fd3ded5-6824-4fa8-a7d9-c15886fb2e5f,OD755-6671E,BOSCH,Motor,12.92,39.8,84.1,12 meses,Aço Carbono,https://picsum.photos/seed/OD755-6671E/200/300,113,478.06
CORREIA DENTADA,https://testdata.devmka.online/products/357b2635-1406-4966-aa60-7df69d4131e7,AT989-0604L,MARELLI,Sistema Elétrico,11.04,13.0,65.4,12 meses,Cerâmica,https://picsum.photos/seed/AT989-0604L/200/300,90,823.4
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/0c90ed46-6ac7-4f9b-81e0-4380d0cda920,VU486-2143S,NGK,Transmissão,0.28,39.3,22.5,12 meses,Aço Carbono,https://picsum.photos/seed/VU486-2143S/200/300,144,661.32
BICO INJETOR,https://testdata.devmka.online/products/0391f979-b394-4a97-ba8f-2f40433601d4,RN639-5287X,MARELLI,Suspensão e Direção,7.62,20.7,16.4,12 meses,Aço Carbono,https://picsum.photos/seed/RN639-5287X/200/300,96,717.72
